time	nose_x	nose_y	r_shoulder_x	r_shoulder_y	l_shoulder_x	l_shooulder_t	cursor_x	cursor_y	block	repetition	target	trial	state	comeback	is_blind	at_home	count_mouse	score
1.6830000000045402	0.0	0.0	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
36.08079999999609	0.0	0.0	39.718490316495824	21.514182254768574	1	1	0	1	1	1	0	1	0	0
70.17089999999735	0.0	0.0	89.57168560328242	48.51799636844464	1	1	0	1	1	1	0	1	0	0
105.16890000000421	0.0	0.0	254.88354653496447	138.0619210397724	1	1	0	1	1	1	0	1	0	0
140.06429999999818	0.0	0.0	480.5950904495611	260.3223406601788	1	1	0	1	1	1	0	1	0	0
174.13240000000224	0.0	0.0	602.252716274337	326.2202213152656	1	1	0	1	2	1	0	1	0	0
208.12230000000272	0.0	0.0	836.6439616505472	453.18214589404545	1	1	0	1	1	1	0	1	0	0
242.57480000000214	0.0	0.0	1033.2091241063367	559.6549422242638	1	1	0	1	1	1	0	1	0	0
276.0428000000102	0.0	0.0	1111.4000230567276	602.0083458223914	1	1	0	1	1	1	0	1	0	0
310.04320000000007	0.0	0.0	1224.238281918735	663.1290693726439	1	1	0	1	1	1	0	1	0	0
344.2433000000019	0.0	0.0	1259.87519129696	682.4323952858488	1	1	0	1	1	1	0	1	0	0
378.4383999999991	0.0	0.0	1295.986385909435	701.9926257009392	1	1	0	1	1	1	0	1	0	0
412.661500000002	0.0	0.0	1296.9155572270843	702.4959268313327	1	1	0	1	1	1	0	1	0	0
447.0688000000082	0.0	0.0	1288.78287671207	698.0907248857	1	1	0	1	1	1	0	1	0	0
481.46220000000903	0.0	0.0	1263.6308635796208	684.4667177722894	1	1	0	1	1	1	0	1	0	0
515.3371000000043	0.0	0.0	1235.3077157979455	669.1250127238802	1	1	0	1	1	1	0	1	0	0
549.3680000000022	0.0	0.0	1222.3043613882992	662.0815290853207	1	1	0	1	1	1	0	1	0	0
583.857799999998	0.0	0.0	1201.2571258128737	650.6809431486299	1	1	0	1	1	1	0	1	0	0
617.9223000000056	0.0	0.0	1188.07220053142	643.5391086211746	1	1	0	1	1	1	0	1	0	0
652.0996000000014	0.0	0.0	1184.3514388615772	641.5236960500094	1	1	0	1	1	1	0	1	0	0
686.3136000000086	0.0	0.0	1181.6825162971681	640.0780296609546	1	1	0	1	1	1	0	1	0	0
720.7596000000049	0.0	0.0	1183.5998018860118	641.1165593549123	1	1	0	1	1	1	0	1	0	0
754.9559000000008	0.0	0.0	1185.5924033192127	642.1958851312299	1	1	0	1	1	1	0	1	0	0
789.5218000000023	0.0	0.0	1190.4424152794963	644.8229749430507	1	1	0	1	1	1	0	1	0	0
823.792100000006	0.0	0.0	1195.2409345383526	647.4221728749319	1	1	0	1	1	1	0	1	0	0
857.9167000000016	0.0	0.0	1197.3127124159123	648.5443858919443	1	1	0	1	1	1	0	1	0	0
891.9073000000062	0.0	0.0	1200.4970982770787	650.2692615667452	1	1	0	1	1	1	0	1	0	0
925.883600000001	0.0	0.0	1202.3274859862213	651.2607215758662	1	1	0	1	1	1	0	1	0	0
960.0077000000019	0.0	0.0	1202.7819606500311	651.5068953520974	1	1	0	1	1	1	0	1	0	0
993.6597000000038	0.0	0.0	1202.9671888044707	651.6072272690865	1	1	0	1	1	1	0	1	0	0
1027.9046999999991	0.0	0.0	1202.4978046907418	651.3529775408167	1	1	0	1	1	1	0	1	0	0
1061.7391000000061	0.0	0.0	1202.1295805017696	651.1535227717897	1	1	0	1	1	1	0	1	0	0
1096.1163000000088	0.0	0.0	1201.3110665522092	650.7101610491097	1	1	0	1	1	1	0	1	0	0
1130.3151999999973	0.0	0.0	1200.557727330402	650.3021023039637	1	1	0	1	1	1	0	1	0	0
1164.662599999996	0.0	0.0	1200.2471776985417	650.1338879200398	1	1	0	1	1	1	0	1	0	0
1199.0271000000066	0.0	0.0	1199.7927562532543	649.8877429705104	1	1	0	1	1	1	0	1	0	0
1233.2975000000006	0.0	0.0	1199.557598332754	649.7603657635732	1	1	0	1	1	1	0	1	0	0
1267.6683000000048	0.0	0.0	1199.5106880738767	649.7349560400148	1	1	0	1	1	1	0	1	0	0
1301.6337000000058	0.0	0.0	1199.5221724303206	649.7411767330887	1	1	0	1	1	1	0	1	0	0
1336.31210000001	0.0	0.0	1199.6226223945025	649.7955871303527	1	1	0	1	1	1	0	1	0	0
1371.1588000000047	0.0	0.0	1199.7573865287225	649.8685843697199	1	1	0	1	1	1	0	1	0	0
1405.1604999999981	0.0	0.0	1199.82451299757	649.9049445403446	1	1	0	1	1	1	0	1	0	0
1439.2563000000082	0.0	0.0	1199.9412851018333	649.968196096819	1	1	0	1	1	1	0	1	0	0
1472.8654000000097	0.0	0.0	1199.9871569503775	649.9930433481135	1	1	0	1	1	1	0	1	0	0
1506.7388999999966	0.0	0.0	1200.0506617495162	650.0274417809792	1	1	0	1	1	1	0	1	0	0
1540.2793000000092	0.0	0.0	1200.0792645522538	650.0429349657943	1	1	0	1	1	1	0	1	0	0
1573.8657000000094	0.0	0.0	1200.082901533258	650.0449049971712	1	1	0	1	1	1	0	1	0	0
1608.3902999999991	0.0	0.0	1200.075166025727	650.0407149305913	1	1	0	1	1	1	0	1	0	0
1642.4858999999997	0.0	0.0	1200.0557639967944	650.0302054982536	1	1	0	1	1	1	0	1	0	0
1676.4456000000064	0.0	0.0	1200.0444084073592	650.0240545539768	1	1	0	1	1	1	0	1	0	0
1710.4971000000078	0.0	0.0	1200.022413214826	650.0121404913563	1	1	0	1	1	1	0	1	0	0
1744.468399999998	0.4829847812652588	0.661396861076355	1194.824124219519	645.7991952266811	1	1	0	1	1	1	0	1	0	0
1778.4879999999976	0.4829847812652588	0.661396861076355	1183.1598479199597	636.3369580854828	1	1	0	1	1	1	0	1	0	0
1812.453999999998	0.47954779863357544	0.6819739937782288	1131.273323563716	594.134895337085	1	1	0	1	1	1	0	1	0	0
1847.0001000000047	0.47954779863357544	0.6819739937782288	1092.2785416236748	561.9173313865633	1	1	0	1	1	1	0	1	0	0
1881.8697000000102	0.47954779863357544	0.6819739937782288	998.7817433294728	481.72555597276505	1	1	0	1	1	1	0	1	0	0
1916.8715999999986	0.47954779863357544	0.6819739937782288	900.9256782510095	393.070188377503	1	1	0	1	1	1	0	1	0	0
1950.933600000004	0.47954779863357544	0.6819739937782288	814.6453223299263	310.42419435330436	1	1	0	1	1	1	0	1	0	0
